하위 페이지 번호,자격요건,우대사항
37,"['• 학부 4학년 이상• 해외 여행에 결격 사유가 없으신 분• C/C++을 활용한 프로젝트 개발 경험이 있으신 분• (컴파일러 엔지니어) 함수형 언어 (Scala, Haskell, F# 등) 사용 경험이 있으신 분• (컴파일러 엔지니어) 딥러닝 프레임워크 (Pytorch, tensorflow 등) 사용 경험이 있으신 분']","['• 딥러닝 개념을 알고 동작 커널 개념을 알고 구현해보신 분• 딥러닝 프레임워크에서 operation 에 대한 지식을 갖추신 분• 컴파일러 최적화에 관한 지식이 있으신 분• 컴퓨터 아키텍쳐 관련 지식이 풍부하신 분• Compiler 혹은 Interpreter 를 제작/연구해보신 경험이 있으신 분• 병렬 프로그래밍 경험이 있으신 분• 딥러닝 커널 최적화 관련 경험이 있으신 분• 딥러닝 모델 경량화 기법에 관한 지식이 있으신 분• 관련 학회 및 저널 게재 경력자• 관련 전공 석사, 박사 학위 보유 시 경력 인정']"
38,"['• AI 알고리즘 개발 가능하신 분• 머신러닝, 딥러닝 프로젝트 완료 경험이 있으신 분• 학습 / 예측 파이프 라인 개발 경험자이 있으신 분• 하나 이상의 숙련된 프로그래밍 언어 능력이 있으신 분(예: Python, Rust 등)• 해외여행에 결격 사유가 없으신 분• PyTorch, Tensorflow 등 딥러닝 프레임워크 사용 경험이 있으신 분']",['• 보안 도메인 지식이 있으신 분• 최신 논문을 읽고 구현할 수 있으신 분• MLOps 구축 및 운영 경험이 있으신 분• AI 모델의 학습부터 제품/서비스 배포까지 해보신 경험이 있으신 분• AI 관련 분야 석사학위 이상 또는 그에 준하는 경력을 가지신 분']
39,"['ㆍ학력: 대졸 이상ㆍ경력 : 경력 4년 ~ 8년대용량 서버 개발 경험,  기타 대용량 데이터 처리, AI 관련 개발 경험ㆍVCS (Git, SVN등)을 활용한 협업']","['ㆍ컴퓨터/시스템공학, 공학계열ㆍ정보처리기사ㆍFront/Backend 동시 개발 경험이 있으신 분 (Full Stack)ㆍ배포 및 서버 관리 자동화 경험ㆍ컴퓨터/시스템공학, 공학계열ㆍ정보처리기사ㆍAI 관련 전공자 \u200bㆍAI 관련 경력ㆍCloud 개발 환경 경험']"
40,"['• 딥러닝 기반 NLP 기술을 깊이 있게 이해하고 이를 기반으로 고객의 문제를 풀 수 있는 분• AI 기반의 제품 및 비즈니스에 대한 이해도를 바탕으로, 서비스를 운영해 본 경험이 있는 분• Data Pipeline 및 MLOps에 대한 깊은 이해도를 바탕으로 AI Cycle에 대한 경험이 있는 분• Research Scientist, Research Engineer, Machine Learning Engineer 등 다양한 직군이 일하는 방식을 이해하며, 팀을 리딩 해본 경험이 있는 분']","['우대사항이자 팀에서 지향하는 방향성이기도 합니다. • MLOps 의 자동화 수준을 2단계까지 올려보신 경험이 있는 분 (MLOps: 머신러닝의 지속적 배포 및 자동화 파이프라인)• NLP/LLM 에 대한 최신 트렌드를 계속 팔로우 하고 계신 분• 법률 분야 도메인 지식이 있는 분• Top-tier AI 컨퍼런스 출판 기록 및 논문 게재 경험 (예: AAAI, ACL, NAACL, EMNLP 등)']"
41,"['• Python, Scala 등 하나 이상의 개발 언어 숙련자• Hadoop, Spark 등 데이터 분산 처리 기술 경험• ML, DL 프로젝트를 수행한 3년 이상의 경험• AWS, GCP 중 하나 이상의 클라우드 환경에서의 AI 서비스 운영 경험• NoSQL DB 사용 경험(MongoDB, Elasticsearch, Cassandra 등)• ML, DL 서비스에 대한 이해• 기획, 마케팅, 개발 등의 업무 관련자와의 원활한 커뮤니케이션 능력• 관련 경력 5년 이상']","['• 데이터 관련 팀 리딩 경험• Airflow등의 워크플로우 관리 시스템 경험• DataWarehouse 구축 및 관리 경험• Kubernates, Docker 등 Container Orchestration에 경험이 있으신 분• Kafka, Flume, Clickstream등 실시간 스트리밍 서비스 구현 경험이 있으신 분• 이커머스 관련 분야 업무 경험이 있으신 분• 마케팅 솔루션, 마케팅 분야 업무 경험이 있으신 분']"
42,"['[필수 사항]•     이산수학, 통계 및 통계 분석 능력•     데이터 마이닝 숙련도•     AWS 서비스(Cognito, Lambda, DynamoDB 등) 사용 경험•     데이터 분석 및 모델링 도구(R, Python, Matplotlib, SPSS/SAS, Tensorflow, Scikit-learn 등) 사용 능력•     영어 능력: 필수']",['•     데이터 시각화 능력•     자동차 분야에 대한 이해•     높은 수준의 커뮤니케이션 능력']
43,['• PyTorch / TorchScript / ONNX 개발 경험• C++ 코드 분석 역량• Generation model 에 대한 이해• 테스트 주도 개발경험'],"['• PyTorch / TorchScript / ONNX 에 대한 깊은 이해• 컴파일러 및 IR에 대한 이해• CPU, GPU 아키텍처에 대한 이해• Docker 경험• AWS 클라우드에 대한 경험']"
44,"['• 데이터 과학, 컴퓨터 공학, 산업공학, 수학, 전자공학 등 관련된 분야의 학 학위• 다변량 시계열 데이터 분석 및 모델링 이해• 프로그래밍 언어 (Python, Matlab, R, Java, C++ 등) 사용 능력• Tensorflow, Keras, Pytorch 등의 딥러닝 프레임워크에 대한 기본 지식• 주도적이고 적극적인 자세']",['• 반도체 등 제조 공정에 대한 기초적인 이해• 개념 및 고려 사항을 전달할 수 있는 의사소통 능력• 정보 및 분석 결과를 효과적으로 전달하기 위한 자료 작성 능력']
45,"['• 컴퓨터공학 및 관련학과 학사 이상의 학력, 전문연 지원자는 석사 이상• 유관 경력 3년 이상 (전문연 지원자는 신입 지원 가능)• LLM, 임베딩, 멀티모달 모델 등의 파인튜닝 경험 보유- 랭체인 활용한 AI 서비스 개발 경력 보유- LLM, 임베딩, 멀티모달 모델 및 랭체인 서빙 \x08이력 보유']",['• 컴퓨터 공학 관련 석사/박사 학위• AI 모델 개발 후 서비스 배포 등 상용 서비스 구현 경험• 뛰어난 의사소통 능력을 가진 분• 로그 수준의 대용량 데이터를 가공하여 데이터 분석/모델링까지 도출할 수 있는 전체 머신러닝 개발 프로세스 유경험자• Kaggle 등 AI 관련 Challenge 수상자']
46,"['• SentenceTransformer 기반 Few-shot 학습 및 미세조정 경험(필수)• 문서 레이아웃 기반 계층화된 색인/검색 기술 경험(필수)   *RAPTOR, RAFT, HyDE 이해 필요• 최신 프롬프트 엔지니어링 기술(CoT, Auto-Prompt, ReAct, Reflextion)과 RAG 최적화 기술(Self-RAG, Self-Critique) 실무 경험을 보유하신 분']","['• 그래프 기반 RAG 개발 경험이 있으신 분.    * Entity/Relation Extraction, Text2Cypher, Graph Embedding, Graph Search 포함 • 머신러닝/인공지능 분야 석사 이상이신 분.']"
47,"['• ML 관련 분야 전공자 또는 이에 준하는 유관 업무 경험을 5년 이상 보유한 분• 이미지 생성 AI 관련 최신 논문의 이해 및 구현 역량이 있는 분• python, pytorch, fastapi, gradio, jupyter notebook, tensorflow, linux, docker 활용 역량']","['• AI 관련 석사, 박사 학위자• AI 기반의 서비스 출시 경험 보유자• AI 관련 오픈소스 커뮤니티 활동 경험 보유자• 새로운 기술에 관심이 많은 분• Dall-e, Midjourney, Stable Diffusion과 같은 이미지 생성 AI에 대한 경험이 있는 분• 웹툰에 대한 높은 관심과 애정 보유자• ..오타쿠시죠? 그럴거라 믿어요.. 제발']"
48,['• Visual C++ C# 경력자• 영상처리 프로그램 개발 경력자'],['• Camera Library 및 Viewer 개발 경력자• Vision (OpenCV) 영상 처리 경력자• Image Processing 알고리즘 개발 경력자• GIT 사용 경력자']
49,"['가장 중요한 자격 요건은 • 실무 경험에서 비롯되는 자연어처리 분야에 대한 깊이 있는 이해와 LLM 분야 기술 동향과 현안을 파악해 실무에 적용하고, 실무 적용에서 발생하는 문제를 해결하는 능력입니다.• ""생성형 AI와 LLM"" 분야의 최신 동향과 기술을 이해하고, dda가 개발하는 서비스에 접목이 가능한지를 검토하고, 실제로 구현할 수 있어야 합니다. •  ""생성형 AI"" 기술의 장담점 및 현안을 이해하고, 생성형 AI 기술의 한계를 최소화하여 서비스를 최적화할 수 있는 방법을 모델 관점에서 풀어낼 수 있어야 합니다. ※ 자연어처리와 딥러닝 기반의 언어 모델, LLM 활용 실무 경력은 최우선 자격 요건입니다.※ 관련 경력이 없으신 분은 선발하지 않습니다.이외에 세부적인 자격요건은 아래와 같습니다.• 자연어처리와 딥러닝 관련 실무 개발 경력이 3년 이상이신 분• LLM/RAG 기반의 상용 AI 모델 서빙 경험이 있으신 분• Tensorflow / Pytorch 등의 AI 프레임워크를 능숙하게 다루실 수 있는 분• 트랜스포머 계열의 언어 모델을 활용한 학습, 파인튜닝 등의 연구 개발 경험이 있으신 분• LLM과 RAG, 파인튜닝, 라마인덱스, 랭체인 등을 능숙하게 다룰 수 있으신 분• AI 모델과 엔지니어링 분야에서 주도적으로 문제를 개선하며 업무 진행이 가능하신 분• 비개발자를 포함해 협업하는 사람과 논리적이고 이성적인 커뮤니케이션이 가능하신 분']","['• NLP 및 유관 분야의 석사 이상으로 논문 작성 경험이 있으신 분• 서버/백엔드/프론트엔드 개발 경험 또는 이해가 있으신 분(개발 언어, 프레임웍 무관)• ML, 모델 학습, 배포 파이프라인 구축 및 운영 경험이 있으신 분• 대용량 데이터 구축, 처리 및 서비스 경험이 있으신 분• AI 시장에 대한 이해를 바탕으로 제품화를 위한 아이디어가 넘치시는 분• 3인 이상의 팀에서 다른 직무의 사람과 협업해 기획부터 출시까지 경험해 해 보신 분• ChatGPT, PALM2, NAVER Hyper Clova, LLAMA, Mistral 등과 같은 상용 LLM을 활용한 대화형 인터페이스, 응용 언어 서비스 개발 경험이 있으신 분• 사만다, 자비스와 같은 인공지능 에이전트가 등장하는 영화를 흥미있게 보신 분']"
50,"[""• 컴퓨터 공학, 전자 공학 또는 관련된 전공의 석사/박사 학위 이상, 혹은 동등한 경력• 자율주행 시스템 및 딥러닝 모델 학습에 대한 깊은 이해와 실질적 경험• 차량 동역학 모델에 대한 깊은 이해• 뛰어난 프로그래밍 기술(C/C++, Python 등)• 확률과 관련된 수학적 추론 능력• A master's/doctor's degree or higher, or equivalent experience in computer science, electronics, or related fields• Deep understanding and practical experience in learning self-driving systems and deep learning models• Deep understanding of vehicle dynamics models• Superior programming skills (C/C++, Python, etc.)• mathematical reasoning ability related to probability""]","['•자율주행 및 로보틱스 관련 연구 개발 경험•ROS1/ROS2 사용 경험•실제 환경에서의 예측 모델 배포 경험•Inference 최적화 경험(TensorRT, CUDA 프로그래밍 등)•관련 분야 저서/학술활동 이력(CVPR, ICCV, ECCV, IROS, ICRA 등)•Experience in research and development related to autonomous driving and robotics•ROS1/ROS2 experience•Experience deploying predictive models in real-world environments•Inference optimization experience (TensorRT, CUDA programming, etc.)•History of books/academic activities in related fields (CVPR, ICCV, ECCV, IROS, ICRA, etc.)']"
51,"['• 딥러닝, 컴퓨터 비전, 머신러닝 관련 지식 및 경험• 딥러닝 프레임워크(TensorFlow, PyTorch등)을 이용한 모델 구현 및 학습 경험• LLM(llama, GPT) prompt engineering과 fine-tuning 경험']",['• Graph Neural Network 활용 경험• 회로 설계 및 datasheet에 대한 이해가 있으신 분• Golang을 활용한 API사용 경험']
52,"['- 딥러닝 프레임워크(PyTorch, TensorFlow 등) 활용 능력- 프로그래밍 언어(Python, C/C++ 등) 활용 능력- 딥러닝 모델 개발 관련 전체 프로세스 경험- 최종 성적증명서 제출 필수']","['- 경량화 및 딥러닝 모델, 학습 개발 경험 및 논문 실적이 있으신 분- 컴퓨터비전 딥러닝 모델 학습에 대한 이해도가 높으신 분- 딥러닝 핵심 연산들에 대해 정확히 이해하시는 분- NPU에 대한 이해도가 높으신 분']"
53,"['ㆍ학력 : 학사졸업 or 재학중- React, Typescript경력- Node.js, React, Express, Next.js 등의 Framework 사용 경험- AWS, Azure 등의 클라우드 환경 기반 개발, 배포 및 운영 경험']","['ㆍ원활한 커뮤니케이션 능력ㆍ새로운 것에 대한 거부감이 없고, 잘 습득하고 적응할려는 성향']"
54,"['• 컴퓨터 비전 관련 딥러닝 모델 개발 혹은 연구 경험이 3년 이상 있으신 분• MLOps (ML Pipeline, Data Pipeline, AutoML, CI/CD) 구축 관련 경험이 있으신 분• Tensorflow/PyTorch 등 Deep Learning 프레임워크 사용에 익숙하신 분• 한국어 사용에 능통하신 분• 해외 여행에 결격사유가 없는 분(필수) 포트폴리오를 PDF형식으로 제출해 주세요.']",['• AI/ML 관련 석사 이상 학위 보유자• 컨테이너 기반 환경(ex: Kubernetes)과 클라우드에서 개발 경험이 있으신 분']
55,"['• 위 업무 관련 경력 2년 이상 또는 그에 준하는 역량을 가지신 분• Computer Engineering, Electrical Engineering 관련 전공 학위를 보유하신 분• 석사 학위 이상 혹은 학사 학위 소지자의 경우 2년 이상 관련 분야 경력이 있는 분• PyTorch framework에서 deep learning model optimization 연구/개발 경험이 있으신 분• 해외 여행에 결격 사유가 없는 분']","['• Quantization, compression, kernel optimization 분야의 연구/개발 경험이 있으신 분• TensorFlow Lite, TensorRT, ArmNN 등의 라이브러리 optimization 및 On-Device AI 관련 optimization 업무를 경험 해보신 분• Embedded device에서 Low-precision deep learning model porting 업무 경험이 있으신 분• ML/DL compiler 또는 framework (e.g. TVM, Glow, nGraph, XLA, etc.)를 이용한 deep learning model optimization 연구/개발 경험이 있으신 분• Deep learning model optimization 관련 논문 제출 경력이 있는 분']"
